#Nodes (id	xPos	yPos)
1	200	210	
2	199.825	209.998	
3	199.651	209.994	
4	199.477	209.986	
5	199.302	209.976	
6	199.128	209.962	
7	198.955	209.945	
8	198.781	209.925	
9	198.608	209.903	
10	198.436	209.877	
11	198.264	209.848	
12	198.092	209.816	
13	197.921	209.781	
14	197.75	209.744	
15	197.581	209.703	
16	197.412	209.659	
17	197.244	209.613	
18	197.076	209.563	
19	196.91	209.511	
20	196.744	209.455	
21	196.58	209.397	
22	196.416	209.336	
23	196.254	209.272	
24	196.093	209.205	
25	195.933	209.135	
26	195.774	209.063	
27	195.616	208.988	
28	195.46	208.91	
29	195.305	208.829	
30	195.152	208.746	
31	195	208.66	
32	194.85	208.572	
33	194.701	208.48	
34	194.554	208.387	
35	194.408	208.29	
36	194.264	208.192	
37	194.122	208.09	
38	193.982	207.986	
39	193.843	207.88	
40	193.707	207.771	
41	193.572	207.66	
42	193.439	207.547	
43	193.309	207.431	
44	193.18	207.314	
45	193.053	207.193	
46	192.929	207.071	
47	192.807	206.947	
48	192.686	206.82	
49	192.569	206.691	
50	192.453	206.561	
51	192.34	206.428	
52	192.229	206.293	
53	192.12	206.157	
54	192.014	206.018	
55	191.91	205.878	
56	191.808	205.736	
57	191.71	205.592	
58	191.613	205.446	
59	191.52	205.299	
60	191.428	205.15	
61	191.34	205	
62	191.254	204.848	
63	191.171	204.695	
64	191.09	204.54	
65	191.012	204.384	
66	190.937	204.226	
67	190.865	204.067	
68	190.795	203.907	
69	190.728	203.746	
70	190.664	203.584	
71	190.603	203.42	
72	190.545	203.256	
73	190.489	203.09	
74	190.437	202.924	
75	190.387	202.756	
76	190.341	202.588	
77	190.297	202.419	
78	190.256	202.25	
79	190.219	202.079	
80	190.184	201.908	
81	190.152	201.736	
82	190.123	201.564	
83	190.097	201.392	
84	190.075	201.219	
85	190.055	201.045	
86	190.038	200.872	
87	190.024	200.698	
88	190.014	200.523	
89	190.006	200.349	
90	190.002	200.175	
91	190	200	
92	190.002	199.825	
93	190.006	199.651	
94	190.014	199.477	
95	190.024	199.302	
96	190.038	199.128	
97	190.055	198.955	
98	190.075	198.781	
99	190.097	198.608	
100	190.123	198.436	
101	190.152	198.264	
102	190.184	198.092	
103	190.219	197.921	
104	190.256	197.75	
105	190.297	197.581	
106	190.341	197.412	
107	190.387	197.244	
108	190.437	197.076	
109	190.489	196.91	
110	190.545	196.744	
111	190.603	196.58	
112	190.664	196.416	
113	190.728	196.254	
114	190.795	196.093	
115	190.865	195.933	
116	190.937	195.774	
117	191.012	195.616	
118	191.09	195.46	
119	191.171	195.305	
120	191.254	195.152	
121	191.34	195	
122	191.428	194.85	
123	191.52	194.701	
124	191.613	194.554	
125	191.71	194.408	
126	191.808	194.264	
127	191.91	194.122	
128	192.014	193.982	
129	192.12	193.843	
130	192.229	193.707	
131	192.34	193.572	
132	192.453	193.439	
133	192.569	193.309	
134	192.686	193.18	
135	192.807	193.053	
136	192.929	192.929	
137	193.053	192.807	
138	193.18	192.686	
139	193.309	192.569	
140	193.439	192.453	
141	193.572	192.34	
142	193.707	192.229	
143	193.843	192.12	
144	193.982	192.014	
145	194.122	191.91	
146	194.264	191.808	
147	194.408	191.71	
148	194.554	191.613	
149	194.701	191.52	
150	194.85	191.428	
151	195	191.34	
152	195.152	191.254	
153	195.305	191.171	
154	195.46	191.09	
155	195.616	191.012	
156	195.774	190.937	
157	195.933	190.865	
158	196.093	190.795	
159	196.254	190.728	
160	196.416	190.664	
161	196.58	190.603	
162	196.744	190.545	
163	196.91	190.489	
164	197.076	190.437	
165	197.244	190.387	
166	197.412	190.341	
167	197.581	190.297	
168	197.75	190.256	
169	197.921	190.219	
170	198.092	190.184	
171	198.264	190.152	
172	198.436	190.123	
173	198.608	190.097	
174	198.781	190.075	
175	198.955	190.055	
176	199.128	190.038	
177	199.302	190.024	
178	199.477	190.014	
179	199.651	190.006	
180	199.825	190.002	
181	200	190	
182	200.175	190.002	
183	200.349	190.006	
184	200.523	190.014	
185	200.698	190.024	
186	200.872	190.038	
187	201.045	190.055	
188	201.219	190.075	
189	201.392	190.097	
190	201.564	190.123	
191	201.736	190.152	
192	201.908	190.184	
193	202.079	190.219	
194	202.25	190.256	
195	202.419	190.297	
196	202.588	190.341	
197	202.756	190.387	
198	202.924	190.437	
199	203.09	190.489	
200	203.256	190.545	
201	203.42	190.603	
202	203.584	190.664	
203	203.746	190.728	
204	203.907	190.795	
205	204.067	190.865	
206	204.226	190.937	
207	204.384	191.012	
208	204.54	191.09	
209	204.695	191.171	
210	204.848	191.254	
211	205	191.34	
212	205.15	191.428	
213	205.299	191.52	
214	205.446	191.613	
215	205.592	191.71	
216	205.736	191.808	
217	205.878	191.91	
218	206.018	192.014	
219	206.157	192.12	
220	206.293	192.229	
221	206.428	192.34	
222	206.561	192.453	
223	206.691	192.569	
224	206.82	192.686	
225	206.947	192.807	
226	207.071	192.929	
227	207.193	193.053	
228	207.314	193.18	
229	207.431	193.309	
230	207.547	193.439	
231	207.66	193.572	
232	207.771	193.707	
233	207.88	193.843	
234	207.986	193.982	
235	208.09	194.122	
236	208.192	194.264	
237	208.29	194.408	
238	208.387	194.554	
239	208.48	194.701	
240	208.572	194.85	
241	208.66	195	
242	208.746	195.152	
243	208.829	195.305	
244	208.91	195.46	
245	208.988	195.616	
246	209.063	195.774	
247	209.135	195.933	
248	209.205	196.093	
249	209.272	196.254	
250	209.336	196.416	
251	209.397	196.58	
252	209.455	196.744	
253	209.511	196.91	
254	209.563	197.076	
255	209.613	197.244	
256	209.659	197.412	
257	209.703	197.581	
258	209.744	197.75	
259	209.781	197.921	
260	209.816	198.092	
261	209.848	198.264	
262	209.877	198.436	
263	209.903	198.608	
264	209.925	198.781	
265	209.945	198.955	
266	209.962	199.128	
267	209.976	199.302	
268	209.986	199.477	
269	209.994	199.651	
270	209.998	199.825	
271	210	200	
272	209.998	200.175	
273	209.994	200.349	
274	209.986	200.523	
275	209.976	200.698	
276	209.962	200.872	
277	209.945	201.045	
278	209.925	201.219	
279	209.903	201.392	
280	209.877	201.564	
281	209.848	201.736	
282	209.816	201.908	
283	209.781	202.079	
284	209.744	202.25	
285	209.703	202.419	
286	209.659	202.588	
287	209.613	202.756	
288	209.563	202.924	
289	209.511	203.09	
290	209.455	203.256	
291	209.397	203.42	
292	209.336	203.584	
293	209.272	203.746	
294	209.205	203.907	
295	209.135	204.067	
296	209.063	204.226	
297	208.988	204.384	
298	208.91	204.54	
299	208.829	204.695	
300	208.746	204.848	
301	208.66	205	
302	208.572	205.15	
303	208.48	205.299	
304	208.387	205.446	
305	208.29	205.592	
306	208.192	205.736	
307	208.09	205.878	
308	207.986	206.018	
309	207.88	206.157	
310	207.771	206.293	
311	207.66	206.428	
312	207.547	206.561	
313	207.431	206.691	
314	207.314	206.82	
315	207.193	206.947	
316	207.071	207.071	
317	206.947	207.193	
318	206.82	207.314	
319	206.691	207.431	
320	206.561	207.547	
321	206.428	207.66	
322	206.293	207.771	
323	206.157	207.88	
324	206.018	207.986	
325	205.878	208.09	
326	205.736	208.192	
327	205.592	208.29	
328	205.446	208.387	
329	205.299	208.48	
330	205.15	208.572	
331	205	208.66	
332	204.848	208.746	
333	204.695	208.829	
334	204.54	208.91	
335	204.384	208.988	
336	204.226	209.063	
337	204.067	209.135	
338	203.907	209.205	
339	203.746	209.272	
340	203.584	209.336	
341	203.42	209.397	
342	203.256	209.455	
343	203.09	209.511	
344	202.924	209.563	
345	202.756	209.613	
346	202.588	209.659	
347	202.419	209.703	
348	202.25	209.744	
349	202.079	209.781	
350	201.908	209.816	
351	201.736	209.848	
352	201.564	209.877	
353	201.392	209.903	
354	201.219	209.925	
355	201.045	209.945	
356	200.872	209.962	
357	200.698	209.976	
358	200.523	209.986	
359	200.349	209.994	
360	200.175	209.998	
